Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,Document_id_1,Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,Document_id_2,Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,Document_id_3,Publication_Date_3,Deadline_3,Document_3,Authority_Name_3,Document_id_4,Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,Document_id_5,Publication_Date_5,Deadline_5,Document_5,Authority_Name_5,Document_id_6,Publication_Date_6,Deadline_6,Document_6,Authority_Name_6,Document_id_7,Publication_Date_7,Deadline_7,Document_7,Authority_Name_7,Document_id_8,Publication_Date_8,Deadline_8,Document_8,Authority_Name_8,Document_id_9,Publication_Date_9,Deadline_9,Document_9,Authority_Name_9,Document_id_10,Publication_Date_10,Deadline_10,Document_10,Authority_Name_10,Document_id_11,Publication_Date_11,Deadline_11,Document_11,Authority_Name_11,Document_id_12,Publication_Date_12,Deadline_12,Document_12,Authority_Name_12,Document_id_13,Publication_Date_13,Deadline_13,Document_13,Authority_Name_13,Document_id_14,Publication_Date_14,Deadline_14,Document_14,Authority_Name_14,Document_id_15,Publication_Date_15,Deadline_15,Document_15,Authority_Name_15,Document_id_16,Publication_Date_16,Deadline_16,Document_16,Authority_Name_16
426630-2021,21-440315-001,34100000,Active,Slovakia,Bratislava,Motor vehicles,Slovakia-Bratislava: Motor vehicles,426630-2021,23/08/2021,162,BRATISLAVA,Pôdohospodárska platobná agentúra (30794323),SK,SK,N - National or federal Agency/Office,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,34100000 - Motor vehicles34110000 - Passenger cars34111100 - Estate cars34113000 - 4-wheel-drive vehicles,SK,https://www.apa.sk/,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,13469-2021,13/01/2021,24/03/2021,3 - Contract notice,Pôdohospodárska platobná agentúra (30794323),49869-2021,01/02/2021,01/03/2021,2 - Additional information,Pôdohospodárska platobná agentúra (30794323),98731-2021,26/02/2021,24/03/2021,2 - Additional information,Pôdohospodárska platobná agentúra (30794323),426630-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426629-2021,21-440621-001,33111720,Active,Slovakia,Trnava,Angiography devices,Slovakia-Trnava: Angiography devices,426629-2021,23/08/2021,162,TRNAVA,Fakultná nemocnica Trnava (00610381),SK,SK,8 - Other,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33111720 - Angiography devices51400000 - Installation services of medical and surgical equipment60000000 - Transport services (excl. Waste transport),SK021,http://www.fntt.sk,Public procurement Directive 2014/24/EU,,48.3767652,17.5858175,49193-2021,01/02/2021,07/04/2021,3 - Contract notice,Fakultná nemocnica Trnava (00610381),120607-2021,10/03/2021,07/04/2021,2 - Additional information,Fakultná nemocnica Trnava (00610381),137386-2021,19/03/2021,07/04/2021,2 - Additional information,Fakultná nemocnica Trnava (00610381),426629-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426627-2021,21-439145-001,33141125,Active,Slovakia,Vysoké Tatry,Material for surgical sutures,Slovakia-Vysoké Tatry: Material for surgical sutures,426627-2021,23/08/2021,162,VYSOKÉ TATRY,"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy (00227811)",SK,SK,6 - Body governed by public law,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33141125 - Material for surgical sutures,SK041,www.hagy.sk,Public procurement Directive 2014/24/EU,,49.183223,20.253788349108703,270672-2021,31/05/2021,06/07/2021,3 - Contract notice,"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy (00227811)",426627-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426403-2021,21-441058-001,33190000,Active,Slovakia,Trenčín,Miscellaneous medical devices and products,Slovakia-Trenčín: Miscellaneous medical devices and products,426403-2021,23/08/2021,162,TRENČÍN,Trenčiansky samosprávny kraj (36126624),SK,SK,3 - Regional or local authority,-,18/08/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",2 - Submission for one lot only,1 - Lowest price,33164000 - Coelioscopy devices33190000 - Miscellaneous medical devices and products51410000 - Installation services of medical equipment33124120 - Diagnostic ultrasound devices33111000 - X-ray devices,SK022,www.tsk.sk,Public procurement Directive 2014/24/EU,18/10/2021,48.8923583,18.0393715,426403-2021,23/08/2021,18/10/2021,3 - Contract notice,Trenčiansky samosprávny kraj (36126624),482769-2021,24/09/2021,04/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),505300-2021,06/10/2021,11/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),519152-2021,13/10/2021,18/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426387-2021,21-440905-001,33190000,Active,Slovakia,Trenčín,Miscellaneous medical devices and products,Slovakia-Trenčín: Miscellaneous medical devices and products,426387-2021,23/08/2021,162,TRENČÍN,Trenčiansky samosprávny kraj (36126624),SK,SK,3 - Regional or local authority,-,18/08/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",2 - Submission for one lot only,3 - Mixed,"38540000 - Machines and apparatus for testing and measuring39330000 - Disinfection equipment33182100 - Defibrillator33172200 - Resuscitation devices33191000 - Sterilisation, disinfection and hygiene devices33190000 - Miscellaneous medical devices and products33191100 - Steriliser51410000 - Installation services of medical equipment33124120 - Diagnostic ultrasound devices33123210 - Cardiac-monitoring devices33158300 - Ultraviolet medical devices",SK022,www.tsk.sk,Public procurement Directive 2014/24/EU,18/10/2021,48.8923583,18.0393715,426387-2021,23/08/2021,18/10/2021,3 - Contract notice,Trenčiansky samosprávny kraj (36126624),439847-2021,31/08/2021,23/09/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),482767-2021,24/09/2021,04/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),505302-2021,06/10/2021,11/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),519151-2021,13/10/2021,18/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425430-2021,21-437504-001,09134100,Active,Slovakia,Košice,Diesel oil,Slovakia-Košice: Diesel oil,425430-2021,20/08/2021,161,KOŠICE,"Východoslovenská vodárenská spoločnosť, a.s. (36570460)",SK,SK,4 - Utilities entity,-,17/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,09134100 - Diesel oil,SK042,www.vodarne.eu,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.7172272,21.2496774,277687-2021,02/06/2021,07/07/2021,3 - Contract notice,"Východoslovenská vodárenská spoločnosť, a.s. (36570460)",316302-2021,22/06/2021,07/07/2021,2 - Additional information,"Východoslovenská vodárenská spoločnosť, a.s. (36570460)",425430-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425252-2021,21-435272-001,45232140,Active,Slovakia,Žilina,District-heating mains construction work,Slovakia-Žilina: District-heating mains construction work,425252-2021,20/08/2021,161,ŽILINA,"Žilinská teplárenská, a.s. (36403032)",SK,SK,4 - Utilities entity,-,16/08/2021,1 - Works,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,"45262680 - Welding44162000 - Piping45255400 - Fabrication work45231112 - Installation of pipe system71300000 - Engineering services71000000 - Architectural, construction, engineering and inspection services45232140 - District-heating mains construction work45112000 - Excavating and earthmoving work",SK031,http://teplarenzilina.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",21/10/2021,49.2234674,18.7393139,425252-2021,20/08/2021,21/10/2021,3 - Contract notice,"Žilinská teplárenská, a.s. (36403032)",452481-2021,07/09/2021,07/10/2021,2 - Additional information,"Žilinská teplárenská, a.s. (36403032)",484900-2021,24/09/2021,21/10/2021,2 - Additional information,"Žilinská teplárenská, a.s. (36403032)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425131-2021,21-438069-001,72230000,Active,Slovakia,Bardejov,Custom software development services,Slovakia-Bardejov: Custom software development services,425131-2021,20/08/2021,161,BARDEJOV,esmiti s. r. o. (50914812),SK,SK,8 - Other,-,17/08/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,72230000 - Custom software development services,SKSK041,https://www.esmiti.sk,Public procurement Directive 2014/24/EU,,49.2926871,21.2756031,234981-2017,21/06/2017,25/07/2017,3 - Contract notice,esmiti s. r. o. (50914812),548941-2018,13/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424915-2021,21-437409-001,71200000,Active,Slovakia,Bratislava,Architectural and related services,Slovakia-Bratislava: Architectural and related services,424915-2021,20/08/2021,161,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,17/08/2021,4 - Services,1 - Open procedure,R - Results of design contests,4 - European Union,9 - Not applicable,8 - Other,"71200000 - Architectural and related services71220000 - Architectural design services71240000 - Architectural, engineering and planning services71250000 - Architectural, engineering and surveying services",CZ064,http://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,152166-2021,26/03/2021,14/06/2021,D - Design contest,Hlavné mesto SR Bratislava (00603481),424915-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424914-2021,21-437406-001,71200000,Active,Slovakia,Bratislava,Architectural and related services,Slovakia-Bratislava: Architectural and related services,424914-2021,20/08/2021,161,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,17/08/2021,4 - Services,1 - Open procedure,R - Results of design contests,4 - European Union,9 - Not applicable,8 - Other,"71200000 - Architectural and related services71220000 - Architectural design services71240000 - Architectural, engineering and planning services71250000 - Architectural, engineering and surveying services",CZ064,http://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,152171-2021,26/03/2021,14/06/2021,D - Design contest,Hlavné mesto SR Bratislava (00603481),424914-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424913-2021,21-437404-001,71200000,Active,Slovakia,Bratislava,Architectural and related services,Slovakia-Bratislava: Architectural and related services,424913-2021,20/08/2021,161,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,17/08/2021,4 - Services,1 - Open procedure,R - Results of design contests,4 - European Union,9 - Not applicable,8 - Other,"71200000 - Architectural and related services71220000 - Architectural design services71240000 - Architectural, engineering and planning services71250000 - Architectural, engineering and surveying services",CZ064,http://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,152167-2021,26/03/2021,14/06/2021,D - Design contest,Hlavné mesto SR Bratislava (00603481),424913-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424912-2021,21-437402-001,71200000,Active,Slovakia,Bratislava,Architectural and related services,Slovakia-Bratislava: Architectural and related services,424912-2021,20/08/2021,161,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,17/08/2021,4 - Services,1 - Open procedure,R - Results of design contests,4 - European Union,9 - Not applicable,8 - Other,"71200000 - Architectural and related services71220000 - Architectural design services71240000 - Architectural, engineering and planning services71250000 - Architectural, engineering and surveying services",SK042,http://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,152168-2021,26/03/2021,14/06/2021,D - Design contest,Hlavné mesto SR Bratislava (00603481),424912-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424910-2021,21-434828-001,79340000,Active,Slovakia,Bratislava,Advertising and marketing services,Slovakia-Bratislava: Advertising and marketing services,424910-2021,20/08/2021,161,BRATISLAVA,"Všeobecná zdravotná poisťovňa, a.s. (35937874)",SK,SK,6 - Body governed by public law,-,16/08/2021,4 - Services,1 - Open procedure,R - Results of design contests,4 - European Union,9 - Not applicable,8 - Other,79342000 - Marketing services79341000 - Advertising services79342100 - Direct marketing services79340000 - Advertising and marketing services79341100 - Advertising consultancy services79342200 - Promotional services,SK,www.vszp.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,268992-2021,28/05/2021,30/06/2021,D - Design contest,"Všeobecná zdravotná poisťovňa, a.s. (35937874)",424910-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424786-2021,21-435887-001,90500000,Active,Slovakia,Trstená,Refuse and waste related services,Slovakia-Trstená: Refuse and waste related services,424786-2021,20/08/2021,161,TRSTENÁ,Mesto Trstená (00314897),SK,SK,3 - Regional or local authority,-,16/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,90500000 - Refuse and waste related services90510000 - Refuse disposal and treatment,SK031,https://www.trstena.sk/,Public procurement Directive 2014/24/EU,,49.3593197,19.6078094,183735-2021,14/04/2021,10/05/2021,3 - Contract notice,Mesto Trstená (00314897),424786-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424616-2021,21-435321-001,71242000,Active,Slovakia,Žilina,"Project and design preparation, estimation of costs","Slovakia-Žilina: Project and design preparation, estimation of costs",424616-2021,20/08/2021,161,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,16/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,"71242000 - Project and design preparation, estimation of costs",SK031,http://www.zilinskazupa.sk,Public procurement Directive 2014/24/EU,,49.2234674,18.7393139,181366-2021,13/04/2021,12/05/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),316921-2021,24/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424137-2021,21-438148-001,72250000,Active,Slovakia,Bratislava,System and support services,Slovakia-Bratislava: System and support services,424137-2021,20/08/2021,161,BRATISLAVA,Najvyšší kontrolný úrad Slovenskej republiky (30844878),SK,SK,1 - Ministry or any other national or federal authority,-,17/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72240000 - Systems analysis and programming services72261000 - Software support services72250000 - System and support services,SK010,https://www.nku.gov.sk/,Public procurement Directive 2014/24/EU,15/10/2021,48.1516988,17.1093063,424137-2021,20/08/2021,15/10/2021,3 - Contract notice,Najvyšší kontrolný úrad Slovenskej republiky (30844878),471532-2021,17/09/2021,30/09/2021,2 - Additional information,Najvyšší kontrolný úrad Slovenskej republiky (30844878),497575-2021,01/10/2021,12/10/2021,2 - Additional information,Najvyšší kontrolný úrad Slovenskej republiky (30844878),517407-2021,12/10/2021,15/10/2021,2 - Additional information,Najvyšší kontrolný úrad Slovenskej republiky (30844878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423694-2021,21-438911-001,38000000,Active,Slovakia,Bratislava,"Laboratory, optical and precision equipments (excl. glasses)","Slovakia-Bratislava: Laboratory, optical and precision equipments (excl. glasses)",423694-2021,20/08/2021,161,BRATISLAVA,Univerzita Komenského v Bratislave (00397865),SK,SK,6 - Body governed by public law,-,17/08/2021,2 - Supplies,1 - Open procedure,K - Modification of a contract/concession during its term,4 - European Union,9 - Not applicable,9 - Not applicable,"38000000 - Laboratory, optical and precision equipments (excl. glasses)51430000 - Installation services of laboratory equipment",SK01,http://www.uniba.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,206495-2020,05/05/2020,10/07/2020,3 - Contract notice,Univerzita Komenského v Bratislave (00397865),306215-2020,01/07/2020,10/07/2020,2 - Additional information,Univerzita Komenského v Bratislave (00397865),349177-2020,24/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423693-2021,21-438943-001,38000000,Active,Slovakia,Bratislava,"Laboratory, optical and precision equipments (excl. glasses)","Slovakia-Bratislava: Laboratory, optical and precision equipments (excl. glasses)",423693-2021,20/08/2021,161,BRATISLAVA,Univerzita Komenského v Bratislave (00397865),SK,SK,6 - Body governed by public law,-,17/08/2021,2 - Supplies,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"38000000 - Laboratory, optical and precision equipments (excl. glasses)51430000 - Installation services of laboratory equipment",SK01,http://www.uniba.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,569672-2020,27/11/2020,30/12/2020,3 - Contract notice,Univerzita Komenského v Bratislave (00397865),583948-2020,04/12/2020,30/12/2020,2 - Additional information,Univerzita Komenského v Bratislave (00397865),313638-2021,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423440-2021,21-438315-001,15000000,Active,Slovakia,Žilina,"Food, beverages, tobacco and related products","Slovakia-Žilina: Food, beverages, tobacco and related products",423440-2021,20/08/2021,161,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,17/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,3 - Mixed,"15300000 - Fruit, vegetables and related products15112100 - Fresh poultry03220000 - Vegetables, fruits and nuts15000000 - Food, beverages, tobacco and related products",SK031,http://www.regionzilina.sk/,Public procurement Directive 2014/24/EU,,49.2234674,18.7393139,301764-2021,16/06/2021,14/07/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),423440-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423424-2021,21-438729-001,30200000,Active,Slovakia,Senica,Computer equipment and supplies,Slovakia-Senica: Computer equipment and supplies,423424-2021,20/08/2021,161,SENICA,"Súkromná stredná odborná škola podnikania, n.o. (45732604)",SK,SK,8 - Other,-,17/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,48620000 - Operating systems30195000 - Boards30231300 - Display screens38652120 - Video projectors48000000 - Software package and information systems48190000 - Educational software package80533000 - Computer-user familiarisation and training services51600000 - Installation services of computers and office equipment72511000 - Network management software services80531200 - Technical training services92312212 - Services related to the preparation of training manuals30214000 - Workstations30213000 - Personal computers30213100 - Portable computers72265000 - Software configuration services60000000 - Transport services (excl. Waste transport)30200000 - Computer equipment and supplies48821000 - Network servers32420000 - Network equipment30232100 - Printers and plotters32333200 - Video camcorders30230000 - Computer-related equipment,SK021,http://sssp.edupage.org/,Public procurement Directive 2014/24/EU,,48.6787557,17.3661529,66278-2021,09/02/2021,06/04/2021,3 - Contract notice,"Súkromná stredná odborná škola podnikania, n.o. (45732604)",120553-2021,10/03/2021,06/04/2021,2 - Additional information,"Súkromná stredná odborná škola podnikania, n.o. (45732604)",423424-2021,20/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
