Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
643478-2020,20-664863-001,79100000,Active,United Kingdom,London,Legal services,United Kingdom-London: Legal services,643478-2020,31/12/2020,255,LONDON,Department for International Trade,EN,UK,1 - Ministry or any other national or federal authority,-,29/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,79100000 - Legal services79130000 - Legal documentation and certification services79140000 - Legal advisory and information services,UK,https://www.gov.uk/government/organisations/department-for-international-trade,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643477-2020,20-663457-001,75300000,Active,United Kingdom,Kingston upon Thames,Compulsory social security services,United Kingdom-Kingston upon Thames: Compulsory social security services,643477-2020,31/12/2020,255,KINGSTON UPON THAMES,Carers Services Tender,EN,UK,3 - Regional or local authority,-,29/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"85312000 - Social work services without accommodation85311000 - Social work services with accommodation85300000 - Social work and related services75300000 - Compulsory social security services85321000 - Administrative social services85310000 - Social work services79315000 - Social research services85320000 - Social services85000000 - Health and social work services98133000 - Services furnished by social membership organisations75000000 - Administration, defence and social security services",UKJ2,https://www.surreycc.gov.uk/,Public procurement Directive 2014/24/EU,,51.4096275,-0.3062621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643476-2020,20-663059-001,71000000,Active,United Kingdom,Croydon,"Architectural, construction, engineering and inspection services","United Kingdom-Croydon: Architectural, construction, engineering and inspection services",643476-2020,31/12/2020,255,CROYDON,Optivo,EN,UK,6 - Body governed by public law,-,29/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"71000000 - Architectural, construction, engineering and inspection services",UKFUKGUKIUKJUKJ2UKJ4,http://www.optivo.org.uk,Public procurement Directive 2014/24/EU,,51.3713049,-0.101957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639128-2020,20-659582-001,50840000,Active,United Kingdom,Bristol,Repair and maintenance services of weapons and weapon systems,United Kingdom-Bristol: Repair and maintenance services of weapons and weapon systems,639128-2020,29/12/2020,253,BRISTOL,"Ministry of Defence, Weapons, Torpedoes, Tomahawk and Harpoon (TTH) Project Team",EN,UK,1 - Ministry or any other national or federal authority,-,24/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,50840000 - Repair and maintenance services of weapons and weapon systems,,,,,51.4538022,-2.5972985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639099-2020,20-660184-001,71000000,Active,United Kingdom,Sheffield,"Architectural, construction, engineering and inspection services","United Kingdom-Sheffield: Architectural, construction, engineering and inspection services",639099-2020,29/12/2020,253,SHEFFIELD,EN Procure Ltd,EN,UK,6 - Body governed by public law,-,24/12/2020,4 - Services,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,"71315200 - Building consultancy services71314200 - Energy-management services71355000 - Surveying services71314300 - Energy-efficiency consultancy services71000000 - Architectural, construction, engineering and inspection services",UK,https://www.efficiencynorth.org/procure,Public procurement Directive 2014/24/EU,19/02/2027,53.3806626,-1.4702278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639089-2020,20-660319-001,63516000,Active,United Kingdom,Liverpool,Travel management services,United Kingdom-Liverpool: Travel management services,639089-2020,29/12/2020,253,LIVERPOOL,The Minister for the Cabinet Office acting through Crown Commercial Service,EN,UK,1 - Ministry or any other national or federal authority,-,24/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"55000000 - Hotel, restaurant and retail trade services55110000 - Hotel accommodation services60170000 - Hire of passenger transport vehicles with driver55120000 - Hotel meeting and conference services48222000 - Web server software package55130000 - Other hotel services60424120 - Hire of helicopters with crew63516000 - Travel management services60424110 - Hire of fixed-wing aircraft with crew60424000 - Hire of air transport equipment with crew63515000 - Travel services30237240 - Web camera60423000 - Air-charter services60424100 - Hire of aircraft with crew63711000 - Support services for railway transport63700000 - Support services for land, water and air transport60653000 - Hire of boats with crew63726400 - Ship chartering services60400000 - Air transport services63710000 - Support services for land transport60410000 - Scheduled air transport services63500000 - Travel agency, tour operator and tourist assistance services60200000 - Railway transport services60420000 - Non-scheduled air transport services60651000 - Hire of vessels with crew63510000 - Travel agency and similar services60651100 - Hire of sea-going vessels with crew79625000 - Supply services of medical personnel63520000 - Transport agency services60651200 - Hire of inland waterway vessels with crew60120000 - Taxi services79997000 - Business travel services79952000 - Event services79710000 - Security services85100000 - Health services75122000 - Administrative healthcare services63000000 - Supporting and auxiliary transport services; travel agencies services60172000 - Hire of buses and coaches with driver55100000 - Hotel services60171000 - Hire of passenger cars with driver",UK,https://www.gov.uk/ccs,Public procurement Directive 2014/24/EU,,53.4071991,-2.99168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639078-2020,20-660243-001,33124130,Active,United Kingdom,London,Diagnostic supplies,United Kingdom-London: Diagnostic supplies,639078-2020,29/12/2020,253,LONDON,Department of Health and Social Care,EN,UK,1 - Ministry or any other national or federal authority,-,24/12/2020,2 - Supplies,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"38434000 - Analysers24000000 - Chemical products38000000 - Laboratory, optical and precision equipments (excl. glasses)33124130 - Diagnostic supplies33698000 - Clinical products38437000 - Laboratory pipettes and accessories33124110 - Diagnostic systems33696000 - Reagents and contrast media33124100 - Diagnostic devices33695000 - All other non-therapeutic products33696200 - Blood-testing reagents",UKI32,https://www.gov.uk/government/organisations/department-of-health-and-social-care,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638171-2020,20-656629-001,66510000,Active,United Kingdom,Warrington,Insurance services,United Kingdom-Warrington: Insurance services,638171-2020,28/12/2020,252,WARRINGTON,United Utilities Water Ltd (02366678),EN,UK,4 - Utilities entity,-,23/12/2020,4 - Services,9 - Not applicable,P - Periodic indicative notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,66512220 - Medical insurance services66510000 - Insurance services66512200 - Health insurance services,UKD,http://www.unitedutilities.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,53.3899497,-2.5943178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638087-2020,20-659339-001,80000000,Active,United Kingdom,London,Education and training services,United Kingdom-London: Education and training services,638087-2020,28/12/2020,252,LONDON,Department for Education,EN,UK,1 - Ministry or any other national or federal authority,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,75130000 - Supporting services for the government80510000 - Specialist training services80000000 - Education and training services80590000 - Tutorial services75110000 - General public services,UKE32,https://www.gov.uk/government/organisations/department-for-education,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638086-2020,20-659344-001,85100000,Active,United Kingdom,Filton,Health services,United Kingdom-Filton: Health services,638086-2020,28/12/2020,252,FILTON,NHS Blood and Transplant,EN,UK,6 - Body governed by public law,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,85111810 - Blood analysis services85149000 - Pharmacy services85100000 - Health services,UK,www.nhsbt.nhs.uk,Public procurement Directive 2014/24/EU,,51.51115905,-2.5753519918063654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638085-2020,20-658916-001,72000000,Active,United Kingdom,Glasgow,"IT services: consulting, software development, Internet and support","United Kingdom-Glasgow: IT services: consulting, software development, Internet and support",638085-2020,28/12/2020,252,GLASGOW,Scottish Government,EN,UK,N - National or federal Agency/Office,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"72000000 - IT services: consulting, software development, Internet and support",UKM,http://www.scotland.gov.uk,Public procurement Directive 2014/24/EU,,55.8609825,-4.2488787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638084-2020,20-658868-001,73000000060211,Active,United Kingdom,London,Research and development services and related consultancy services,United Kingdom-London: Research and development services and related consultancy services,638084-2020,28/12/2020,252,LONDON,"Department for Business, Energy and Industrial Strategy (BEIS)",EN,UK,1 - Ministry or any other national or federal authority,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,73000000 - Research and development services and related consultancy services,UK,https://www.delta-esourcing.com,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638082-2020,20-657112-001,85000000,Active,United Kingdom,Birkenhead,Health and social work services,United Kingdom-Birkenhead: Health and social work services,638082-2020,28/12/2020,252,BIRKENHEAD,Wirral Borough Council,EN,UK,3 - Regional or local authority,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,85000000 - Health and social work services,UKD74,http://www.wirral.gov.uk/,Public procurement Directive 2014/24/EU,,53.3943509,-3.0191569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638081-2020,20-656346-001,71000000,Active,United Kingdom,Belfast,"Architectural, construction, engineering and inspection services","United Kingdom-Belfast: Architectural, construction, engineering and inspection services",638081-2020,28/12/2020,252,BELFAST,Northern Health and Social Care Trust,EN,UK,6 - Body governed by public law,-,23/12/2020,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"71315210 - Building services consultancy services71312000 - Structural engineering consultancy services71311000 - Civil engineering consultancy services71000000 - Architectural, construction, engineering and inspection services71220000 - Architectural design services",UKN0,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,54.5964411,-5.9302761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638053-2020,20-659352-001,33100000,Active,United Kingdom,Bristol,Medical equipments,United Kingdom-Bristol: Medical equipments,638053-2020,28/12/2020,252,BRISTOL,Leidos Supply,EN,UK,6 - Body governed by public law,-,23/12/2020,2 - Supplies,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,38434000 - Analysers33124130 - Diagnostic supplies33124110 - Diagnostic systems33100000 - Medical equipments33696200 - Blood-testing reagents,UK,https://www.leidos-supply.uk/,Public procurement Directive 2014/24/EU,,51.4538022,-2.5972985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638052-2020,20-658259-001,35113400,Active,United Kingdom,London,Protective and safety clothing,United Kingdom-London: Protective and safety clothing,638052-2020,28/12/2020,252,LONDON,Department of Health and Social Care,EN,UK,1 - Ministry or any other national or federal authority,-,23/12/2020,2 - Supplies,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,35113400 - Protective and safety clothing,UK,https://www.gov.uk/government/organisations/department-of-health-and-social-care,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638045-2020,20-658553-001,45262320,Active,United Kingdom,London,Screed works,United Kingdom-London: Screed works,638045-2020,28/12/2020,252,LONDON,London and Quadrant Housing Trust,EN,UK,6 - Body governed by public law,-,23/12/2020,1 - Works,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,45262320 - Screed works45324000 - Plasterboard works45421132 - Installation of windows,UKI,https://www.in-tendhost.co.uk/quadrant-construction/aspx/Home,Public procurement Directive 2014/24/EU,22/12/2024,51.5073219,-0.1276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
